#FILE	NUM_FOUND	AAC(3)-IId	AAC(3)-IIe	AAC(3)-Ia	AAC(6')-29a	AAC(6')-29b	AAC(6')-IIc	AAC(6')-Iaf	AAC(6')-Ib-cr	AAC(6')-Ib10	AAC(6')-Ib7	AAC(6')-Ib8	AAC(6')-Ib9	AAC(6')-Ic	ACT-17	ACT-24	ACT-27	ACT-35	ACT-38	ADC-2	ADC-22	ADC-30	ADC-5	ADC-73	ANT(2'')-Ia	ANT(3'')-IIa	APH(3'')-Ib	APH(3')-IIb	APH(3')-IIc	APH(3')-Ia	APH(3')-VI	APH(3')-VIa	APH(6)-Id	Acinetobacter_baumannii_AbaF	Acinetobacter_baumannii_AbaQ	Acinetobacter_baumannii_AmvA	ArmR	CMY-48	CMY-59	CMY-66	CRP	CTX-M-1	CTX-M-15	CTX-M-55	CTX-M-9	CrpP	DHA-1	Enterobacter_cloacae_acrA	EreA2	Erm(42)	ErmB	Escherichia_coli_acrA	Escherichia_coli_ampC	Escherichia_coli_ampC1_beta-lactamase	Escherichia_coli_ampH	Escherichia_coli_emrE	Escherichia_coli_mdfA	FosA2	FosA5	FosA6	H-NS	IMI-2	IMP-1	IMP-15	KPC-3	Klebsiella_pneumoniae_KpnE	Klebsiella_pneumoniae_KpnF	Klebsiella_pneumoniae_KpnG	Klebsiella_pneumoniae_KpnH	Klebsiella_pneumoniae_OmpK37	Klebsiella_pneumoniae_acrA	L1_beta-lactamase	LAP-2	MCR-9	MIR-11	MexA	MexB	MexC	MexD	MexE	MexF	MuxA	MuxB	MuxC	NDM-1	NDM-5	NDM-6	NmcR	OKP-B-5	OXA-1	OXA-10	OXA-181	OXA-2	OXA-23	OXA-232	OXA-421	OXA-48	OXA-488	OXA-50	OXA-64	OXA-66	OXA-72	OXA-78	OXA-9	OXA-91	OXY-2-2	OXY-6-4	OpmB	OpmH	OprJ	OprM	OprN	PDC-2	PDC-3	PmpM	Pseudomonas_aeruginosa_CpxR	Pseudomonas_aeruginosa_catB7	Pseudomonas_aeruginosa_emrE	Pseudomonas_aeruginosa_soxR	QepA2	QepA4	QnrA1	QnrB17	QnrB35	QnrB4	QnrB58	QnrS1	SAT-1	SHV-106	SHV-108	SHV-11	SHV-119	SHV-134	SHV-182	SHV-187	SHV-26	SRT-1	TEM-1	TEM-12	TEM-122	TEM-150	TriA	TriB	TriC	VEB-9	VIM-13	VIM-36	VIM-5	aadA13	aadA16	aadA2	aadA5	aadA6	abeM	abeS	acrB	acrD	acrE	acrF	acrS	adeA	adeB	adeC	adeF	adeG	adeH	adeI	adeJ	adeK	adeL	adeN	adeR	adeS	armA	arnA	arr-2	arr-3	bacA	baeR	baeS	basS	bcr-1	catB3	catB8	catI	cmlA5	cpxA	determinant_of_bleomycin_resistance	dfrA1	dfrA12	dfrA14	dfrA17	dfrA27	dfrA5	dfrA7	dfrB2	emrA	emrB	emrK	emrR	emrY	eptA	evgA	evgS	floR	fosA	gadW	gadX	kdpE	marA	mdtA	mdtB	mdtC	mdtE	mdtF	mdtG	mdtH	mdtM	mdtN	mdtO	mdtP	mexG	mexH	mexI	mexJ	mexK	mexL	mexM	mexN	mexP	mexQ	mexV	mexW	mexX	mexY	mphA	mphB	mphE	msbA	msrE	opmD	opmE	oqxA	oqxB	pmrF	qacH	qnrE1	ramA	rmtB	rmtC	rmtF	smeA	smeB	smeC	smeD	smeE	smeF	smeR	smeS	sul1	sul2	sul3	tet(A)	tet(B)	tet(D)	tet(G)	tetM	tolC	ugd	yojI
cpe078.nextpolish.fasta	54	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	99.75	.	.	100	.	.	.	.	.	.	.	100	100	.	.	.	.	.	.	.	.	.	100	100	100	100	.	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.76	100	100	.	.	.	.	.	.	100	.	.	.	.	.	.	.	100	.	100	100	100	100	100	100	100	100	.	.	100	100	99.26	100	100	100	100	100	.	100	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	99.58	.	100	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	90.6	100	.	97.8	.	.	.	.	100	99.49	100
cpe079.nextpolish.fasta	51	.	.	.	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	.	.	.	.	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	100	99.97	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	100	100	100	100	100	.	100	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	100	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	100	100	100	100	100	100	100	100	100	100	100	99.81	.	.	.	.	.	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
cpe080.nextpolish.fasta	28	.	.	.	.	.	.	.	.	.	100;100;100;100	.	.	.	.	.	.	.	.	.	.	100	.	.	.	82.51;82.51;82.51;82.51	100	.	.	100;100;100;100	.	.	100	.	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	.	.	.	.	.	100	100	100	100	100	100	100	100	100	100	100	100	98.07	.	.	.	.	.	.	.	.	.	.	100;100;100;100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100;100;100;100	.	.	.	99.5	.	.	.	.	.	.
cpe081.nextpolish.fasta	57	.	100	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	100	.	100	.	.	.	.	.	.	.	99.87	100	100	100	100	100;100	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.76	99.86	100	.	.	.	.	.	.	100	100	.	100	.	.	.	.	.	.	100	100	100	100	100	100	100	.	.	.	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.67	99.58	.	100	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	100	.	100
cpe082.nextpolish.fasta	57	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	82.82;82.3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	100	100	100	100	100	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.76	100	100	.	.	.	.	100	.	100	100	100	100	.	.	.	.	.	.	100	100	100	100	100	100	100	100	.	.	100	100	99.26	100	100	100	100	100	100	100	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.67	99.58	.	100	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	97.8	.	.	.	.	100	.	100
cpe083.nextpolish.fasta	24	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	97.83	.	.	.	.	100	100	100	99.94	100	99.75	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.75	99.9	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.62	.	.	.	.	.	.	.	99.49	.	.	.	.	.	.	.	.	.	.	.	.	96.05	.	.	.	.	.	.	.	.	.	96.09	.	99.9	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	100	.	.	.	94.4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
cpe084.nextpolish.fasta	54	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	100	100	100	100	100	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.76	99.86	100	.	.	.	.	.	.	100	100	.	100	.	.	.	.	.	.	100	100	100	100	100	100	100	100	.	.	100	100	100	100	100	100	100	100	100	100	100	.	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	99.58	.	100	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	.	.	.	100	100	100
cpe085.nextpolish.fasta	27	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	97.83	.	.	.	.	100	100	100	99.94	99.91	99.75	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.75	99.9	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.62	.	.	.	.	.	100	.	99.49	.	.	.	.	.	.	.	.	.	.	.	.	96.05	.	.	.	.	.	.	.	.	.	96.09	.	99.94	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	100	.	.	.	94.4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
cpe086.nextpolish.fasta	31	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	100;100	.	.	.	.	.	.	.	99.87	.	.	.	.	.	.	.	100	.	97.83	.	.	.	.	100	100	100	99.94	99.91	99.75	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100;100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	99.75	99.9	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.62	.	.	.	.	.	100	.	99.49	.	.	100	.	.	.	.	.	.	.	.	.	96.05	.	.	.	.	.	.	.	.	.	96.09	.	99.94	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.67	.	.	100	.	.	.	100	.	.	.	.	94.4	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.
cpe087.nextpolish.fasta	60	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	100	.	.	.	.	.	.	.	100	.	100	.	.	.	.	.	.	.	.	100	100	100	100	100	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.76	99.86	100	.	.	.	.	.	.	100	100	.	.	.	100	.	.	.	.	100	100	100	100	100	100	100	100	.	.	100	100	100	100	100	100	100	100	100	100	100	.	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	99.58	.	100	.	.	.	.	.	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	100	100	.	97.8	.	.	.	.	100	100	100
cpe088.nextpolish.fasta	22	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.1	.	97.1	.	.	.	.	88.43	100	100	100	97.78	99.75	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.84	99.9	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.51	98.76	.	.	.	.	.	.	.	99.49	.	.	.	.	.	.	.	.	.	.	.	.	96.61	.	.	.	.	.	.	.	.	.	91.67	.	99.9	99.97	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	.	.	.	94.67	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
cpe090.nextpolish.fasta	27	.	.	.	.	.	.	.	.	.	.	.	92.48	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	100	.	100	.	.	.	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	100;100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.87	99.52	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.51	98.34	.	.	.	.	.	.	.	99.49	.	100;100	.	.	.	.	.	.	.	.	99.42	.	100	.	.	.	.	.	.	.	.	.	97.92	82.21	99.9	99.94	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	98.95	.	.	.	96.8	.	.	.	.	.	.	.	.	.	.	.	100;100	.	.	.	.	.	.	.	.	.	.
cpe091.nextpolish.fasta	52	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	100	.	100	.	.	.	.	.	.	.	.	100	100	100	100	100	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	100	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	100	100	100	100	100	100	100	100	.	.	100	100	99.26	100	100	100	100	100	100	100	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	99.58	.	100	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	97.8	.	.	.	.	100	.	100
cpe092.nextpolish.fasta	52	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	100	.	100	.	.	.	.	.	.	.	.	100	100	100	100	100	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	100;100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	100	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	100	100	100	100	100	100	100	100	.	.	100	100	99.26	100	100	100	100	100	100	100	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	99.58	.	100	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	97.8	.	.	.	.	100	.	100
cpe093.nextpolish.fasta	38	.	.	.	.	.	100	.	100	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	82.3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	100	100	86.31	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	100	100	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	99.87	99.52	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.51	98.34	.	.	.	100	.	.	.	99.49	100	100	.	.	100	.	.	.	.	.	99.42	.	100	.	.	.	.	.	.	.	.	.	97.92	82.21	99.9	99.94	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	100	.	.	.	100	98.95	.	.	.	96.8	.	.	.	.	.	.	.	.	.	.	.	100;100;100	.	.	.	.	.	.	.	.	.	.
cpe097.nextpolish.fasta	37	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	97.83	.	.	.	.	100	100	100	100	100	99.75	.	100	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	99.84	99.97	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	98.62	.	.	.	.	.	.	.	99.49	100	.	100	100	.	.	.	.	.	.	.	.	96.05	.	.	.	.	.	.	.	.	.	96.09	.	99.94	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	100	.	.	100	100	.	.	.	94.4	.	.	.	.	.	.	.	.	.	.	.	100	100	.	97.8	.	.	.	.	.	.	.
cpe098.nextpolish.fasta	57	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	100	.	100	.	.	.	.	.	.	.	.	100	100	100	100	100	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	100	.	.	.	.	.	.	100	.	.	.	.	100	.	.	.	.	100	100	100	100	100	100	100	100	.	.	100	100	99.26	100	100	100	100	100	100	100	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.58	.	100	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	.	.	.	100	99.49	100
cpe099.nextpolish.fasta	58	100	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	100	.	.	.	.	.	100	.	100	.	.	.	.	.	.	.	.	.	.	100	100	100	100	.	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100;100	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.76	100	100	.	.	.	.	.	.	100	100	.	.	.	100	.	.	.	.	100	100	100	100	100	100	100	100	.	.	100	100	99.26	100	100	100	100	100	100	100	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	99.58	.	100	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	100	.	.	.	100	100	100
cpe100.nextpolish.fasta	54	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	100	.	.	.	.	.	.	.	.	.	.	100	100	100	100	100	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	100	.	.	.	.	.	.	100	.	.	.	.	100	.	.	.	.	100	100	100	100	100	100	100	100	.	.	100	100	99.26	100	100	100	100	100	100	100	100	100	100	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.58	.	100	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	.	.	.	100	99.49	100
cpe101.nextpolish.fasta	10	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	97.97	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	100	100	100	99.57	99.71	100	.	.	.	.	.	.	.	.	.	.	.
cpe102.nextpolish.fasta	23	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.1	.	97.1	.	.	.	.	88.71	100	100	100	.	99.75	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.84	99.81	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.51	98.62	.	.	.	.	.	.	.	96.94	.	.	.	.	.	.	.	.	.	.	.	.	96.61	.	.	.	.	.	.	.	.	.	91.67	.	99.9	99.97	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	100	100	.	.	.	94.67	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
